MC,CLA,CLS,Q,CLR
164.80,165.08,171.03,2,"[162.20429798536335, 163.71548271375292, 167.72875008910856, 166.0362891117948, 168.0310435529599, 166.09394934425075, 164.74224215760793, 178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036]"
165.08,174.82,171.03,2,"[162.20429798536335, 163.71548271375292, 167.72875008910856, 166.0362891117948, 168.0310435529599, 166.09394934425075, 164.74224215760793, 178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428]"
165.25,174.82,171.03,2,"[163.71548271375292, 167.72875008910856, 166.0362891117948, 168.0310435529599, 166.09394934425075, 164.74224215760793, 178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278]"
165.37,174.82,171.03,2,"[167.72875008910856, 166.0362891117948, 168.0310435529599, 166.09394934425075, 164.74224215760793, 178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161]"
165.42,174.82,171.03,2,"[166.0362891117948, 168.0310435529599, 166.09394934425075, 164.74224215760793, 178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535]"
165.45,174.82,171.03,2,"[168.0310435529599, 166.09394934425075, 164.74224215760793, 178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398]"
166.04,174.82,171.03,2,"[166.09394934425075, 164.74224215760793, 178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464]"
166.09,174.82,171.03,2,"[164.74224215760793, 178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568]"
166.52,174.82,171.03,2,"[178.58891831921716, 174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143]"
166.73,174.82,171.03,2,"[174.5635086024329, 165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965]"
167.40,174.82,171.03,2,"[165.3695612586383, 165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184]"
167.73,174.82,171.03,2,"[165.24504893395036, 165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155]"
168.03,174.82,171.03,2,"[165.44759440558428, 166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593]"
168.12,174.82,171.03,2,"[166.5186575781278, 169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097]"
168.12,174.82,171.03,2,"[169.9556034826161, 173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918]"
168.35,174.82,171.03,2,"[173.64261127019535, 168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173]"
168.57,174.82,171.03,2,"[168.35416032542398, 172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635]"
169.24,174.82,171.03,2,"[172.06768694253464, 179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288]"
169.96,174.82,171.03,2,"[179.30152358432568, 167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023]"
170.88,174.82,171.03,2,"[167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212]"
171.03,174.82,181.03,1,"[167.40228213992143, 168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212]"
171.51,174.82,181.03,2,"[168.1208470364965, 174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212]"
172.07,174.82,181.03,2,"[174.08098562054184, 174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395]"
173.64,174.82,181.03,2,"[174.4763739356155, 168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177]"
174.08,174.82,181.03,2,"[168.57395113412593, 178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957]"
174.45,174.82,181.03,2,"[178.47032982790097, 169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032]"
174.48,174.82,181.03,2,"[169.23584021086918, 170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513]"
174.56,174.82,181.03,2,"[170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832]"
174.82,180.28,181.03,2,"[170.87592448356173, 177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238]"
175.28,180.28,181.03,2,"[177.33139806374635, 171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905]"
177.15,180.28,181.03,2,"[171.51115711227288, 186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933]"
177.33,180.28,181.03,2,"[186.3719874380023, 183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975]"
177.41,180.28,181.03,2,"[183.91689895742212, 193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464]"
177.41,180.28,181.03,2,"[193.0990348640395, 178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896]"
177.65,180.28,181.03,2,"[178.25796902875177, 174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763]"
178.26,180.28,181.03,2,"[174.44921300437957, 175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349]"
178.47,180.28,181.03,2,"[175.27595347702032, 177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222]"
178.59,180.28,181.03,2,"[177.65067400123513, 182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523]"
179.30,180.28,181.03,2,"[182.8382916636832, 177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374]"
179.64,180.28,181.03,2,"[177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474]"
180.28,194.11,181.03,2,"[177.40526597706238, 177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828]"
180.31,194.11,181.03,2,"[177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095]"
181.03,194.11,191.03,1,"[177.14591130779905, 190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095]"
181.35,194.11,191.03,2,"[190.20165718063933, 177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095]"
181.66,194.11,191.03,2,"[177.41256828196975, 186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059]"
182.09,194.11,191.03,2,"[186.5773782334464, 190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582]"
182.84,194.11,191.03,2,"[190.66502533324896, 187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501]"
183.91,194.11,191.03,2,"[187.98054578311763, 179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894]"
183.92,194.11,191.03,2,"[179.6389053604349, 180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193]"
184.17,194.11,191.03,2,"[180.30705719105222, 182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028]"
184.73,194.11,191.03,2,"[182.0874073983523, 183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279]"
185.33,194.11,191.03,2,"[183.9065168737374, 181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908]"
185.40,194.11,191.03,2,"[181.3461828789474, 181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008]"
186.37,194.11,191.03,2,"[181.65563816598828, 195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796]"
186.58,194.11,191.03,2,"[195.20097923885095, 184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796]"
187.49,194.11,191.03,2,"[184.1741555384059, 184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513]"
187.98,194.11,191.03,2,"[184.7299579159582, 194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117]"
188.42,194.11,191.03,2,"[194.806431484501, 187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426]"
188.62,194.11,191.03,2,"[187.49039211557894, 185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982]"
188.96,194.11,191.03,2,"[185.33366418236193, 188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986]"
189.01,194.11,191.03,2,"[188.42224993403028, 189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836]"
189.22,194.11,191.03,2,"[189.2409832358279, 185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971]"
189.24,194.11,191.03,2,"[185.39696828520908, 205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908]"
190.20,194.11,191.03,2,"[205.11210427906008, 189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403]"
190.67,194.11,191.03,2,"[189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388]"
191.03,194.11,201.03,1,"[189.00989278479796, 194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388]"
193.10,194.11,201.03,2,"[194.64136150176796, 188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388]"
193.33,194.11,201.03,2,"[188.6153046324513, 189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445]"
193.51,194.11,201.03,2,"[189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635]"
194.11,206.76,201.03,2,"[189.2237521305117, 188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105]"
194.64,206.76,201.03,2,"[188.96091416758426, 198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882]"
194.81,206.76,201.03,2,"[198.9343051897982, 211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152]"
195.20,206.76,201.03,2,"[211.50902434467986, 200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119]"
195.31,206.76,201.03,2,"[200.46238030332836, 200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954]"
195.32,206.76,201.03,2,"[200.9029700084971, 193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172]"
195.33,206.76,201.03,2,"[193.33007634180908, 203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444]"
196.37,206.76,201.03,2,"[203.98324515482403, 195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837]"
196.82,206.76,201.03,2,"[195.31753095787388, 193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837, 208.82602325498115]"
197.18,206.76,201.03,2,"[193.5070788218445, 204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837, 208.82602325498115, 201.17652299976154]"
198.29,206.76,201.03,2,"[204.76964191875635, 196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837, 208.82602325498115, 201.17652299976154, 200.74634641116518]"
198.93,206.76,201.03,2,"[196.3686855940105, 197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837, 208.82602325498115, 201.17652299976154, 200.74634641116518, 215.79290655161566]"
200.46,206.76,201.03,2,"[197.1808556453882, 211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837, 208.82602325498115, 201.17652299976154, 200.74634641116518, 215.79290655161566, 208.53598587903392]"
200.75,206.76,201.03,2,"[211.1355928869152, 195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837, 208.82602325498115, 201.17652299976154, 200.74634641116518, 215.79290655161566, 208.53598587903392, 209.9533095457496]"
200.90,206.76,201.03,2,"[195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837, 208.82602325498115, 201.17652299976154, 200.74634641116518, 215.79290655161566, 208.53598587903392, 209.9533095457496, 208.12942108293427]"
201.03,206.76,211.03,1,"[195.30871636688119, 196.81937632924954, 195.3343899100172, 198.28653804971444, 202.22373340442837, 208.82602325498115, 201.17652299976154, 200.74634641116518, 215.79290655161566, 208.53598587903392, 209.9533095457496, 208.12942108293427]"
