MC,CLA,CLS,Q,CLR
139.72,143.01,140.44,2,"[135.10319694769527, 148.1429319952315, 151.4923079464982, 142.8012197355738, 144.7154577313399, 139.96339039579004, 139.71722980003847, 139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997]"
139.96,143.01,140.44,2,"[148.1429319952315, 151.4923079464982, 142.8012197355738, 144.7154577313399, 139.96339039579004, 139.71722980003847, 139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455]"
140.44,143.01,150.44,1,"[148.1429319952315, 151.4923079464982, 142.8012197355738, 144.7154577313399, 139.96339039579004, 139.71722980003847, 139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455]"
140.58,143.01,150.44,2,"[151.4923079464982, 142.8012197355738, 144.7154577313399, 139.96339039579004, 139.71722980003847, 139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455]"
141.08,143.01,150.44,2,"[142.8012197355738, 144.7154577313399, 139.96339039579004, 139.71722980003847, 139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833]"
141.90,143.01,150.44,2,"[144.7154577313399, 139.96339039579004, 139.71722980003847, 139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128]"
142.07,143.01,150.44,2,"[139.96339039579004, 139.71722980003847, 139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886]"
142.15,143.01,150.44,2,"[139.71722980003847, 139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079]"
142.80,143.01,150.44,2,"[139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571]"
143.01,144.97,150.44,2,"[139.00013327136904, 143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933]"
143.23,144.97,150.44,2,"[143.2279704284359, 138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656]"
143.74,144.97,150.44,2,"[138.68216976485644, 144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556]"
144.11,144.97,150.44,2,"[144.11206332573158, 151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853]"
144.41,144.97,150.44,2,"[151.136695103857, 151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435]"
144.72,144.97,150.44,2,"[151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072]"
144.97,148.62,150.44,2,"[151.85828008145623, 152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882]"
145.99,148.62,150.44,2,"[152.27476252646997, 140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346]"
146.80,148.62,150.44,2,"[140.58142248875455, 142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426]"
147.54,148.62,150.44,2,"[142.14981378337833, 162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352]"
148.06,148.62,150.44,2,"[162.89094038995128, 154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575]"
148.14,148.62,150.44,2,"[154.25164980063886, 152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323]"
148.24,148.62,150.44,2,"[152.36761023619079, 148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481]"
148.43,148.62,150.44,2,"[148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955]"
148.62,149.15,150.44,2,"[148.24305301433571, 144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435]"
149.15,149.15,150.44,2,"[144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531]"
149.15,160.42,150.44,2,"[144.40969262920933, 162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665]"
149.51,160.42,150.44,2,"[162.93016952135656, 145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112]"
149.52,160.42,150.44,2,"[145.98720506162556, 152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058]"
149.63,160.42,150.44,2,"[152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985]"
150.44,160.42,160.44,1,"[152.73990115223853, 149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985]"
151.14,160.42,160.44,2,"[149.51189984131435, 146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985]"
151.49,160.42,160.44,2,"[146.79702788482072, 148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623]"
151.86,160.42,160.44,2,"[148.0582277542882, 147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719]"
152.03,160.42,160.44,2,"[147.5362018057346, 149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689]"
152.27,160.42,160.44,2,"[149.15158587028426, 149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347]"
152.37,160.42,160.44,2,"[149.52415716776352, 163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419]"
152.74,160.42,160.44,2,"[163.72006243882575, 148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922]"
152.75,160.42,160.44,2,"[148.42978214192323, 152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275]"
152.86,160.42,160.44,2,"[152.7544013294481, 149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479]"
153.04,160.42,160.44,2,"[149.62583665115955, 162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755]"
153.39,160.42,160.44,2,"[162.25123295466435, 160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459]"
153.54,160.42,160.44,2,"[160.425521639531, 161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653]"
153.89,160.42,160.44,2,"[161.02886422927665, 159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786]"
154.25,160.42,160.44,2,"[159.68930761236112, 154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007]"
154.49,160.42,160.44,2,"[154.55511542938058, 155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727]"
154.56,160.42,160.44,2,"[155.98852896919985, 154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755]"
154.70,160.42,160.44,2,"[154.48918585350623, 152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524]"
154.94,160.42,160.44,2,"[152.0338159873719, 153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254]"
155.38,160.42,160.44,2,"[153.3888819751689, 153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686]"
155.99,160.42,160.44,2,"[153.89326894580347, 153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313]"
156.31,160.42,160.44,2,"[153.0437558444419, 152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588]"
157.13,160.42,160.44,2,"[152.8600795356922, 159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511]"
157.51,160.42,160.44,2,"[159.64796225489275, 153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305]"
157.80,160.42,160.44,2,"[153.5435074359479, 157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367]"
158.00,160.42,160.44,2,"[157.12682864206755, 157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252]"
158.94,160.42,160.44,2,"[157.8039010604459, 155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752]"
159.46,160.42,160.44,2,"[155.38118611622653, 160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935]"
159.65,160.42,160.44,2,"[160.8983452164786, 154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806]"
159.69,160.42,160.44,2,"[154.69997956462007, 154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029]"
159.86,160.42,160.44,2,"[154.9445711040727, 161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096]"
159.93,160.42,160.44,2,"[161.16032984919755, 158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706]"
160.26,160.42,160.44,2,"[158.94197291053524, 157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734]"
160.29,160.42,160.44,2,"[157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862]"
160.42,173.59,160.44,2,"[157.51160727473254, 160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765]"
160.43,173.59,160.44,2,"[160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887]"
160.44,173.59,170.44,1,"[160.64548854859686, 156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887]"
160.64,173.59,170.44,2,"[156.30827444144313, 159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887]"
160.65,173.59,170.44,2,"[159.45986345939588, 157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586]"
160.90,173.59,170.44,2,"[157.999788624511, 160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446]"
161.03,173.59,170.44,2,"[160.2578447353305, 159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105]"
161.16,173.59,170.44,2,"[159.9336043224367, 165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774]"
161.33,173.59,170.44,2,"[165.1420433829252, 160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682]"
161.41,173.59,170.44,2,"[160.29106227427752, 161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494]"
161.48,173.59,170.44,2,"[161.99362245837935, 159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895]"
161.99,173.59,170.44,2,"[159.8573025811806, 170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354]"
162.25,173.59,170.44,2,"[170.8822201446029, 166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567]"
162.36,173.59,170.44,2,"[166.41881480048096, 169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248]"
162.43,173.59,170.44,2,"[169.33263244618706, 161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794]"
162.64,173.59,170.44,2,"[161.4072847993734, 161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658]"
162.89,173.59,170.44,2,"[161.3298265337862, 160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045]"
162.93,173.59,170.44,2,"[160.64288179207765, 162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993]"
163.33,173.59,170.44,2,"[162.6416582912887, 166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336]"
163.72,173.59,170.44,2,"[166.20904673517586, 168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484]"
163.96,173.59,170.44,2,"[168.08070186632446, 162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238]"
164.28,173.59,170.44,2,"[162.4295037239105, 161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566]"
164.68,173.59,170.44,2,"[161.47811323894774, 164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716]"
164.85,173.59,170.44,2,"[164.67734847007682, 164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522]"
165.14,173.59,170.44,2,"[164.8502143265494, 162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907]"
165.83,173.59,170.44,2,"[162.3589698837895, 169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995]"
