19.1044921875,6.6434729099,20,16.8333333333,0,0
9.3701171875,2.1510412693,3,17.1666666667,1,0
14.9482421875,5.4745275974,20,16.8333333333,0,0
19.9951171875,6.6666662693,20,20,0,0
10.8403320312,5.1463676691,20,4.5,1,0
19.4638671875,6.6500647068,20,18.5833333333,0,0
19.9951171875,6.6666662693,20,20,0,0
7.0810546875,1.595438242,1,12.0833333333,0,0
19.9951171875,6.6666662693,20,20,0,0
19.9951171875,6.6666662693,20,20,0,0
1.8247070313,0.6498161554,2,1.5833333333,1,1
2.0407714844,0.5940182805,2,4.5,0,0
17.8078613281,6.4009551406,20,12.9166666667,0,0
5.7563476563,1.5208382607,1,4.25,1,0
7.9763183594,1.6194050908,1,8.9166666667,0,0
19.9951171875,6.6666662693,20,20,0,0
4.8120117188,0.9654947519,2,5,0,0
10.9951171875,2.1666662693,2,18.5,0,0
19.9951171875,6.6666662693,20,20,0,0
1.8564453125,0.6461470127,2,7.5,0,0
19.9951171875,6.6666662693,20,20,0,0
14.892578125,5.4744369984,20,13.6666666667,0,0
1.0090332031,0.3333378434,1,2.5833333333,0,0
19.9951171875,6.6666662693,20,20,0,0
19.0952148438,6.64346838,20,15.25,0,0
19.9951171875,6.6666662693,20,20,0,0
19.4013671875,6.6481115818,20,18.4166666667,0,0
6.7719726563,1.7931300402,2,11,0,0
17.6201171875,6.3697912693,20,18.4166666667,0,0
19.90234375,6.6663582325,20,16.8333333333,0,0
17.6748046875,6.3851416111,20,17,0,0
13.1293945312,5.442709446,20,5.8333333333,1,0
19.9951171875,6.6666662693,20,20,0,0
19.9951171875,6.6666662693,20,20,0,0
19.4060058594,6.660481751,20,8.9166666667,0,0
19.9775390625,6.6666491032,20,18.5,0,0
19.9951171875,6.6666662693,20,20,0,0
19.9951171875,6.6666662693,20,20,0,0
1.4685058594,0.582356751,2,1,0,0
19.9951171875,6.6666662693,20,20,0,0
12.6813964844,5.2397702336,20,7.5,1,0
19.9951171875,6.6666662693,20,20,0,0
13.3420410156,5.3343858123,20,12.9166666667,0,0
4.3349609375,0.6534979343,1,12.0833333333,0,0
3.0964355469,0.4307635427,1,7.3333333333,0,0
18.8029785156,6.5924463868,20,16.8333333333,0,0
10.9765625,2.1666481495,2,16.9166666667,0,0
1.5935058594,0.351888001,1,2.5833333333,1,1
19.0830078125,6.6453459263,20,14.25,0,0
